Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL193,NIFEDIPINE,4,346.34,0,2.18,NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL104673,,0,326.39,0,4.5,13,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N,Ki,'=',1205,nM,5.92,,,UO_0000065,18.13,0.37,1.42,20.23,FALSE,CHEMBL750366,In vitro binding affinity on cloned Norepinephrine transporter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1133614,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL3908637,,0,336.22,0,4.11,BDBM177684,O=C(OC(c1ccc(Cl)c(Cl)c1)C1CNC1)c1ccccc1,IC50,'=',214,nM,6.67,,323478,UO_0000065,19.84,0.41,2.56,17.4,FALSE,CHEMBL3887207,"Binding Assay: NE transporter binding assay for evaluating binding of the compound to the norepinephrine transporter was carried out using human recombinant norepinephrine transporter membrane (PerkinElmer Life and Analytical Sciences, USA) expressed in MDCK cells and radioisotope [3H]Nisoxetine (PerkinElmer).That is, the test drug, 6 nM [3H]Nisoxetine, norepinephrine transporter membrane (11 ug/well), 120 mM NaCl and 50 mM Tris-HCl buffer (pH 7.4) containing 5 mM KCl were added to obtain a reaction mixture with a final volume of 0.25 ml. After incubation for 60 minutes at 4° C., the mixture was quickly passed through a Filtermat A glass fiber filter pre-soaked with 0.5% (w/v) PEI (polyethyleneimine) using Inotech Harvester (Inotech) to terminate the reaction. After washing with cold washing buffer (50 mM Tris-HCl, pH 7.4, 0.9% NaCl) solution, the filter was covered with MeltiLex and sealed in a sample bag. After drying in an oven, radioactivity was counted using MicroBeta Plus (Wallac).",B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886211,37,BindingDB Database,,2015,CHEMBL3308370,
CHEMBL56564,TROPISETRON,4,284.36,0,2.95,TROPISETRON,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL531,PERGOLIDE,4,314.5,0,4.27,PERGOLIDE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL75435,DEXKETOPROFEN,4,254.29,0,3.11,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL3703738,,0,373.28,1,5.5,BDBM159337,Cc1noc(C)c1-c1ccc2c(c1)CNCC2c1ccc(Cl)c(Cl)c1,IC50,'=',194.9,nM,6.71,,302102,UO_0000065,17.98,0.37,1.21,17.63,FALSE,CHEMBL3707933,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639176,37,BindingDB Database,,2015,None,
CHEMBL1909069,,0,None,None,None,MC 288769,,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL2367892,TEICOPLANIN,0,1767.46,None,None,TEICOPLANIN,CC(=O)N[C@@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL998,LORATADINE,4,382.89,0,4.89,LORATADINE,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1818446,,0,323.22,0,3.86,8,Cc1cc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)no1,Ki,'=',39.81,nM,7.4,,,UO_0000065,22.89,0.48,3.54,19.44,FALSE,CHEMBL1819643,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1817647,1,Scientific Literature,Bioorg. Med. Chem.,2011,None,
CHEMBL1289,HALOPROGIN,4,361.39,0,4.42,HALOPROGIN,Clc1cc(Cl)c(OCC#CI)cc1Cl,IC50,'=',2770,nM,5.56,,,UO_0000065,15.38,0.54,1.14,60.21,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1873703,DIELDRIN,0,380.91,0,4.48,DIELDRIN,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL668,PROTRIPTYLINE,4,263.38,0,4.3,Protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,IC50,'=',2.8,nM,8.55,,,UO_0000065,32.47,0.58,4.25,71.1,TRUE,CHEMBL3777268,Displacement of [3H]nisoxentine from human recombinant norepinephrine transporter expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3774372,1,Scientific Literature,Bioorg. Med. Chem.,2016,CHEMBL3308072,
CHEMBL383128,,0,377.32,0,4.88,7,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)N(C)C)c21,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL862356,Inhibition of noradrenaline re-uptake at human noradrenaline transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139648,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3307715,
CHEMBL26320,,0,414.59,1,5.04,GBR-12935,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',165,nM,6.78,,,UO_0000065,16.36,0.3,1.74,43.17,FALSE,CHEMBL752511,Inhibition of [3H]NE reuptake by human norepinephrine transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1133662,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307715,
CHEMBL468,THALIDOMIDE,4,258.23,0,0.09,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL437,SULFATHIAZOLE,4,255.32,0,1.53,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL188964,,0,304.43,0,3.99,7e,CN(C)Cc1ccccc1Sc1ccc(CCF)cc1N,Ki,'=',946.2,nM,6.02,,,UO_0000065,19.79,0.39,2.03,20.59,FALSE,CHEMBL839977,In vitro displacement of [3H]nisoxetine from human norepinephrine transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1145212,1,Scientific Literature,J. Med. Chem.,2005,CHEMBL3307715,
CHEMBL438627,,0,269.42,0,2.63,"7, D6",[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(OC)c1)C([2H])([2H])[2H],IC50,'=',3200,nM,5.5,,,UO_0000065,20.86,0.39,2.86,16.8,FALSE,CHEMBL865923,Inhibition of reuptake of Norepinephrine,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1149431,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL1070,NABUMETONE,4,228.29,0,3.37,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,IC50,'=',1868,nM,5.73,,,UO_0000065,25.09,0.46,2.36,21.78,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1566,ACARBOSE,4,645.61,3,-8.56,ACARBOSE,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1566,ACARBOSE,4,645.61,3,-8.56,ACARBOSE,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL895,NALBUPHINE,4,357.45,0,1.71,NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL81,RALOXIFENE,4,473.59,1,6.08,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',282,nM,6.55,,,UO_0000065,13.83,0.26,0.47,9.36,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL408,TROGLITAZONE,4,441.55,0,4.37,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1475,TRIOXSALEN,4,228.25,0,3.46,TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL212452,,0,304.23,0,3.96,18,C=C1CN2C3CCC2C1C(c1ccc(Br)cc1)C3,Ki,'=',2.94,nM,8.53,,,UO_0000065,28.04,0.65,4.57,263.32,FALSE,CHEMBL908065,Displacement of [3H]nisoxetine from human NET transfected in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1148683,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3307715,
CHEMBL467335,,0,298.43,0,3.1,11,Cc1ccc(N(C)[C@@H](c2ccccc2)[C@H](O)CN(C)C)cc1,Inhibition,'=',32,%,,,,UO_0000187,,,,,FALSE,CHEMBL966883,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138600,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL817,TOLAZAMIDE,4,311.41,0,1.77,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,RESVERATROL,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Ki,'=',2293,nM,5.64,,,UO_0000065,24.71,0.45,2.67,9.29,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL12948,SEMUSTINE,3,247.73,0,2.5,SEMUSTINE,CC1CCC(NC(=O)N(CCCl)N=O)CC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL427563,,0,301.36,0,3.24,10a,Cc1cc(F)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,Ki,'=',18,nM,7.75,,,UO_0000065,25.7,0.48,4.5,25.4,FALSE,CHEMBL932524,Inhibition of [3H]nisoxetine reuptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1144811,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307715,
CHEMBL378070,,0,422.52,0,2.91,45,COc1ccc(CN(CC(C)C)C2CCNCC2)c(OC)c1.O=C(O)/C=C/C(=O)O,Ki,'=',1060,nM,5.97,,,UO_0000065,19.5,0.37,3.06,17.71,FALSE,CHEMBL853189,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1147706,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL1080969,,0,329.27,0,3.99,14,CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',37,nM,7.43,,,UO_0000065,22.57,0.48,3.44,22.98,FALSE,CHEMBL1112302,Displacement of [3H]noradrenaline from human NET receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154203,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL425589,,0,387.48,0,2.77,32,CC(C)CN(Cc1cccc(C#N)c1)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',690,nM,6.16,,,UO_0000065,22.7,0.42,3.39,15.77,FALSE,CHEMBL853189,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1147706,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL207407,,0,387.48,0,2.77,31,CC(C)CN(Cc1ccccc1C#N)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',42,nM,7.38,,,UO_0000065,27.18,0.5,4.61,18.89,FALSE,CHEMBL853189,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1147706,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL208178,,0,480.48,0,3.3,24,COCCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,Ki,'=',6.8,nM,8.17,,,UO_0000065,24.72,0.48,4.87,33.34,FALSE,CHEMBL853189,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1147706,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,None,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,"DMI, desipramine",CNCCCN1c2ccccc2CCc2ccccc21,Activity,,,,,,Active,,,,,,FALSE,CHEMBL948759,Inhibition of [3H]NE uptake at human NET L543P mutant expressed in african green monkey COS1 cells after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,P23975,L543P,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156458,1,Scientific Literature,J. Biol. Chem.,2007,CHEMBL3308351,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,"DMI, desipramine",CNCCCN1c2ccccc2CCc2ccccc21,Activity,,,,,,Active,,,,,,FALSE,CHEMBL948761,Inhibition of [3H]NE uptake at human NET D547A mutant expressed in african green monkey COS1 cells after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,P23975,D547A,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156458,1,Scientific Literature,J. Biol. Chem.,2007,CHEMBL3308351,
CHEMBL374712,,0,293.79,0,3.08,5b,COC(=O)[C@@H]1[C@H](c2ccc(Cl)cc2)CC2CC[C@H]1N2C,Ki,'=',280,nM,6.55,,,UO_0000065,22.3,0.45,3.47,22.18,FALSE,CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1149262,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL202860,,0,569.65,1,6.17,9,O=C(O)C(=O)O.O[C@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,'=',460,nM,6.34,,,UO_0000065,13.21,0.25,0.17,19.38,FALSE,CHEMBL867624,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138151,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL201976,,0,297.4,0,4.39,4x,CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,IC50,'=',93,nM,7.03,,,UO_0000065,,,,,FALSE,CHEMBL859244,Inhibition of [3H] norepinephrine uptake into human NET expressed in HEK293 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138144,1,Scientific Literature,J. Med. Chem.,2006,CHEMBL3307715,
